"id_Pregunta","Titulo","Cuerpo","Categoria","Clase","Seguidores","Respuestas","Idioma"
"20141128171143AAyx7hu","¿esto tiene logica o no... por favor ayudenme?","yo me paso peleando con mis padres diciendoles que me siento muy mal de que me hayan traido a este mundo en este tiempo, y que mejor me hubiese gustado nacer en un futuro como en el año 2030 y eso para haber si en esa generacion hubiera habido mejores cosas que ahoras como mejores artistas y eso, y me dicen que me deje de decir cosas que no tienen logica... y quisiera saber si es verdad que no tiene logica lo que digo ","Vietnam, Travel, Canada","OTROS","0","4","ESP"
"20141214153053AAfzmte","¿cual es la estrofa mas importante del himno nacional y porque?","Ayuda ","Senior Citizens, Cultures &amp; Groups, Society &amp; Culture","PERMANENTER","0","5","ESP"
"20141214171307AA6Dnqe","Best Colorado National Park?","<br/> ","United States, Las Vegas, Travel, Canada","PERMANENTER","0","4","ENG"
"20141214231714AA8rDMZ","What do you think about me using this girl from vietnam as a cover up?","I am gay and a crossdresser and I have a boyfriend named andrew and we love each other a lot. I am in the process of getting an arranged marriage to a vietnamese girl in vietnam. I asked and pushed my family to do this for me so that people will stop suspecting that I am gay. I dress up as a girl for my boyfriend and we go out on dates with me as a girl. I want to marry this girl from vietnam so that she can be my cover up so that people won't think that I am gay. I got a lot of people who are suspecting that I am gay. My boyfriend thinks that this is a good idea and he is ok with it. This girl will never suspect that he is my boyfriend because I say that he is my best friend. By marrying her it will stop people in san jose from suspecting that I am gay. They are getting onto me. What do you think about this ? ","San Jose, Dining Out, India","OTROS","0","6","ENG"
"20150128203647AAWUb7l","Whats the best toilet paper?","Im wondering if the Poison Ivy brand is a good one? <br/> <br/>  <br/> <br/> Its a wierd brand name but who cares about the name. <br/> <br/>  <br/> <br/> I live in africa ","Local Businesses, Bangalore","PERMANENTER","0","7","ENG"
"20150210002113AAL1YJ8","¿estoy en otro mundo, por favor ayudende... LEER “ esto es algo serio ""?","cuando yo estaba en mi casa estaba loca que mi tio me mandara a buscar para aqui estados unidos donde vive “ estaba muy deseosa de ver como esto era por aca, pero ahora que estoy aqui me siento bien rara “ siento como si estuviera en otro mundo "" y como si nunca volviera haber amis papás, y este lugar donde vive es bien raroooo, al lado hay una casa bien grande donde tienen puesta musica en ingles casi todo la noche, y ayer por la tarde la esposa de mi tio mis primos y yo nos fuimos a dar una vuelta y fue algo como misterioso en el trayecto habia mucha nieve y en una nos paramos para que la mascota de aqui corriera sobre la nieve, y para colmo yo me pasaba sentada en el piso y no sabia que corria peligro por que ayer mi tio se puso a contarme que aqui en esta area habia un tipo de serpiente pequeña venenosa y ahora no puedo ni dormir, me paso casi toda la noche alumbrando mi cuarto haber si no hay nada, y tengo muchas ganas de estar en mi casa con mis papás pero no se puede ya que todos acordamos que iba a estar aqui unas 4 semanas , y les he dicho aqui que me envien para mi casa pero me dicen que no me van a dejar viajar sola por  que soy una menora :(( ... que puedo hacer ante esta situacion, por favor ayudenme ","Vietnam, Travel, Canada","DRIFT","0","7","ESP"
"20150227073311AAaX9Ay","Why did Franklin D. Roosevelt get reelected four times, and another Socialist, President Obama, can't run for a third term?","<br/> ","Diwali, Holidays, Society &amp; Culture","RAFAGA","0","10","ENG"
"20150330155355AAfsWq9","Come faccio a cambiare la mia foto del profilo yahoo?","<br/> ","Yahoo Products, Yahoo Groups","PERMANENTER","0","4","ESP"
"20150402090108AAULMNO","Do Germans and Jewish people like each other in 2015?","Or is there still mistrust from Jewish people or anti-Semitic hatred from German people even in 2015? ","Travel, Canada","PERIODICA","0","12","ENG"
"20150402093802AAg5OcP","My drivers license says under 21?","I have a New York drivers license and in big red bold letters is says ""under 21"" <br/> <br/>  <br/> <br/> I'll be turning 21 in June of 2015 and my lisecnse doesn't expire until June of 2017 so technically it will still be valid?  <br/> <br/>  <br/> <br/> Will I be able to use my license to buy alcohol and go in to 21 plus resturants? Even though it says under 21. My birthday is also listed on the front of the ID. <br/> <br/>  <br/> <br/>  <br/> <br/> Also I think I'm going to be in  San Francisco California for my birthday so  does anyone know how strict Californians are with checking ID? ","Dining Out, India","PERMANENTER","0","14","ENG"
"20150412161538AAymsZD","¿si como caca de perro seré virgen de nuevo?","<br/> ","India, Local Businesses, Bangalore","OTROS","0","22","ESP"
"20150414190424AAwBNAq","Should New York Sucede?","ndrew cuomo ruined are schools teachers are tired of him we are the only state to have regents exams</span> <br/>     <span class=""ya-q-text"">We grow food apples oranges corn all over the state</span> <br/>     <span class=""ya-q-text"">We don't even say pledge were trying to create are own</span> <br/>     <span class=""ya-q-text"">We do say pledge but also in Arabic i don't agree with that ","Local Businesses, Bangalore","OTROS","0","18","ENG"
"20150420082635AAIGLRC","&#9799; Không có ng&#432;&#7907;c ?ãi sau 30/4?","<a href=""http://www.bbc.co.uk/vietnamese/multimedia/2015/04/150418_vuquanghien_vietnamwar"" rel=""nofollow"" class=""Clr-b"">http://www.bbc.co.uk/vietnamese/multimed...</a> ","Rodents, Pets","OTROS","0","4","ENG"
"20150421183830AAuRBYc","¿Me avergüenza un poco ser mexicano con mi esposa estadounidense?","Es mi mujer hija de padres mexicanos conose la cultura de mi país pero me abla que su país tiene esto ect ect leyes ect ect y volteo ami pais y veo que no es igual ni nada parecido se que mi país tiene un mal gobierno y toda la vida lo a tenido ella dijo que en México ay much gente pobre y camiones muchos y &#65039;&#65039;Lose porque aquí no todos tienen carros y en su país ay pocos autobuses y tienen teñevioson es de plasma y me sentí mal porque en México ni eso tiene chale que mal que mi país su gobierno sea tan ratero y el país  no avanzado como otros ","Chennai, Dining Out, India","PERIODICA","0","5","ESP"
"20150423123910AAuZwj4","¿entrar a herbalife es buena idea?","Tengo una amiga que me esta invitando a ser parte de herbalife dice que cambiará mi vida , traerá esto tanto ingreso como necesito? Gracias por sus respuestas ","Other - US Local Businesses, Local Businesses, Bangalore","PERMANENTER","0","10","ESP"
"20150501102137AA1tipZ","¿Que opinas que esta es la nueva sección de eyso?","Feliz :D ","Alternative Fuel Vehicles, Environment, Green Living","PERMANENTER","1","14","ESP"
"20150531185852AALVu8w","¿Es cierto que lo mas caro es lo mejor?","estaba pensando en comprarme unos audifonos uno de gamer y otro normales ","Music &amp; Music Players, Consumer Electronics","DRIFT","0","22","ESP"
"20150608171008AAECp3B","¿Que tal esta el Hotel RIU EN CANCUN?","Ire a vacacionar la proxima semana ahi y me gustaria saber que tal esta el hotel y si hay gente? Es TODO INCLUIDO ","Travel, Canada","PERMANENTER","0","6","ESP"
"20150612101445AAY1og1","Why are most politicians in my county (Nassau County) republicans?","<br/> ","Local Businesses, Bangalore","PERIODICA","0","7","ENG"
"20150623150611AA0fKAE","Really need help with this moving decision!! Should I stay or go?","I live in jax fl now and I am bored even though I am paying very low rent. I have the opportunity to move to Phoenix which would be a lot of fun, but I would have to pay almost double the rent. So do I live in a boring place and save money or fun place and not save as much?? Thanks!! ","United States, Las Vegas, Travel, Canada","OTROS","0","5","ENG"
"20150623195022AArYvTd","¿que amplificador necesito para unos bajos de 1300 watts 4 oms bobina sencilla son pioneer?","Un camarada me dijo que un ampli de 1000 watts clase d de una salida la verdad nose.....grasias ","Cars &amp; Transportation, Car Makes, Mercedes-Benz","PERMANENTER","1","4","ESP"
"20150625224510AA0yuuP","Need the name of a bolt on the brake caliper. 2006 acura rsx I am trying to look for it online but I dont know the name.?","<br/> ","Cars &amp; Transportation, Car Makes, Mercedes-Benz","PERMANENTER","0","5","ENG"
"20150626145842AAF4Wcx","¿Donde Descargar Terminator 5 : Genesis en HD Español Latino MEGA?","<br/> ","Cars &amp; Transportation, Car Makes, Mercedes-Benz","PERMANENTER","0","14","ESP"
"20150630221723AAsRjrM","¿Se te hace agua la canoa?","O.o ","Water Sports, Sports","OTROS","0","6","ESP"
"20150703022655AAlFbAO","Warum machen wir es Costa Rica nicht nach (s. D.)?","<a href=""http://www.zeit.de/news/2015-07/02/costarica-costa-rica-produziert-9855-prozent-oekostrom-02091007"" rel=""nofollow"" class=""Clr-b"">http://www.zeit.de/news/2015-07/02/costa...</a> ","Environment, Green Living","OTROS","0","5","ENG"
"20150714070156AAtR5Bi","Visiting Venice in late july or early august?","Im gonna visit venice during that time. what are some sources i should read or videos to watch, so i know things before i get there? Can you give a list of things i HAVE to see? and am i f-ed because im going in august? ","Travel, Canada","PERMANENTER","0","5","ENG"
"20150714165346AApF4zw","¿Le dije a un chico que me gusta por facebook?","Que hago! primero le dije por un face falso que no tenia foto de perfil ni nada y luego una amiga me convencio de decirle por mi face real y lo ise pero no me responde nosotros solo somos conocidos ni nos hablamos ni nada pero como creen que el reaccione? ","Fast Food, Dining Out, India","PERMANENTER","0","8","ESP"
"20150716121227AAzD4m2","¿Mustang, Camaro o Charger?","Estoy pensando en comprar un American Muscle pero no se cual sea mejor. Cual consideran uds wue es mejor  y porque ","Cars &amp; Transportation, Car Makes, Mercedes-Benz","PERMANENTER","1","17","ESP"
"20150724193133AAMBZ2j","¿De que color es tu cepillo de dientes?","<br/> ","Conservation, Environment, Green Living","OTROS","0","10","ESP"
"20150726050730AAipbEy","¿Esto no se vale... por favor ayudenme?","en mi casa mi mama tiene sexo con mi papa, mi hermana con su esposo, y mi  primo con su novia !!! y la unica que no hace nada soy yo >:( , cada ves que pienso me da una furia inmensa... por eso quisiera saber si eso no es justo, <br/> <br/>  <br/> <br/> * ya no soy una ni~a, ya tengo 16 a~os * ","Switzerland, Travel, Canada","OTROS","0","10","ESP"
"20150802201342AAOTbP8","¿Necesito bajar de peso porque quiero estar flaca para el verano tienen algun tipo de ejercicios y tietas?","<br/> ","Running, Sports","PERMANENTER","0","14","ESP"
"20150811172040AAIPjyJ","¿Por cuánto vendes tu alma al diablo?","<br/> ","Yahoo Products, Yahoo Groups","OTROS","0","8","ESP"
"20150812191441AA7J2bG","¿Hola xfa leean esto...?","Hola no se si es normal k mi hermano baile bailes asi feos medio porn* se menea y se agarra su polla y no lo ban a creer solamente tiene 4 años xfavor k niño de 4 años va a bailar asi <br/> <br/> Y tambien el me agarra y me toca en mis partes y mi mama lo regaña y no ase caso el sige y sige mi mama le dice ""ya aplacate si no te aplacas le llamo a la poli xk tu ya te pasastes"" <br/> <br/> Y no ase caso diganme. <br/> <br/> Es normal k baile asi? <br/> <br/> Como kitarle esa maña? <br/> <br/> O informacion lo k sea pero yaa <br/> <br/> GRACIAS <br/> <br/> 5 estrellas ","Pregnancy &amp; Parenting","OTROS","1","10","ESP"
"20150817212949AAC6pbN","Coffee or tea?","Coffee ","Non-Alcoholic Drinks, Food &amp; Drink","PERMANENTER","0","92","ENG"
"20150821011028AAql80c","Are planes really the safest way to travel?","I have a friend going on a plane for the first time soon, and they are really close to me. I would be devastated if anything happened to them on the way. They should be going on it in a day or two or shortly after, and I'm so worried. I've never been on a plane myself so I'm not really sure what to think. I read somewhere that we see all these plane crashes but they are still so rare. They only look like a lot because when they put the rare ones together, it seems that way. Not sure if that is true or not but I believe so? Still scared, lol. ","Travel, Canada","PERMANENTER","0","16","ENG"
"20150821151130AAwoepi","Temperature on July 23rd 1955?","<br/> ","Weather, Science &amp; Mathematics, Alternative","PERMANENTER","0","7","ENG"
"20150822212522AA1p71w","What dose it mean when a ghost turns a chair backwards?","<br/> ","Mythology &amp; Folklore, Society &amp; Culture","OTROS","0","7","ENG"
"20150823062819AAgmYew","¿Sinonimo de escuela?","<br/> ","Magazines, Entertainment &amp; Music","PERMANENTER","0","6","ESP"
"20150824095720AABIXJO","Have you guys heard of ferrari?","<br/> ","Cars &amp; Transportation, Car Makes, Mercedes-Benz","OTROS","0","8","ENG"
"20150825174919AALXHSA","Is the sum of two integers postive negative or zero?","<br/> ","Mathematics, Science &amp; Mathematics, Alternative","PERMANENTER","1","9","ENG"
"20150826064927AATyaED","No job is guaranteed in the air force?","i already signed a sheet with the job. ive been to MEPs and quite frankly no I did not get to pick a job really that whole process was kind of useless cuz I ended up stuck with the first two choices anyway. my question was if i signed a sheet that said what type of mechanic im going to be like literally. doesnt that mean I HAVE the job??? what would be the purpose of me signing something with a job title on it if I dont have it???</span> <br/>     <span class=""ya-q-text"">my job is 2A534 Refuel/Bomber Acft Maintenance does anyone know anything about this job? ","Politics &amp; Government, Military","PERMANENTER","1","15","ENG"
"20150827010512AAM6EOy","How many climate denial politicians do the Koch brothers fund?","<a href=""http://www.theguardian.com/environment/2014/nov/17/climate-change-denial-scepticism-republicans-congress"" rel=""nofollow"" class=""Clr-b"">http://www.theguardian.com/environment/2...</a> <br/> <br/>  <br/> <br/> It’s much easier to list Republicans in Congress who think climate change is real than it is to list Republicans who don’t, because there are so few members of the former group. Earlier this year, Politifact went looking for congressional Republicans who had not expressed scepticism about climate change and came up with a list of eight (out of 278). ","Global Warming, Environment, Green Living","OTROS","0","9","ENG"
"20150827110419AAIp0PC","Was it okay for me to sit on his lap?",".s. Some friend. <br/> <br/>  <br/> <br/> A stranger, heck no. ","Other - Family &amp; Relationships, Family &amp; Relationships","OTROS","0","7","ENG"
"20150828182008AAF0Cbg","Smokers cough wont go away!?","okay to start off im a teenager (15) i know how bad smoking cigarettes are dont tell me about it i know .  <br/> <br/> okay so ive been smoking for a year year and a half maybe more . I started off smoking alot , they were easy access because i lived with my dad at the time and he smoked like a train so i could take packs at a time and hed never realize it . so i started smoking and i quit . then i moved back with my mom and she smokes too , so easy access, but wasn t as easy to steal them . so i smoked often , just not as much . as soon as i started smoking , horrible horrible cough . i then got introduced to black and milds , started smoking them like a train . and now for over a year ive had this terrible smokers cough i have now completely quit for a few months except every now and again ill smoke a black or a few cigarettes , but not horrible . and now my smokers cough is terrible i hate it . it wont go away!!! please someone help! ","Health, Diseases &amp; Conditions","PERMANENTER","0","6","ENG"
"20150829053542AAYeu1N","If an A380 and a B777 both left Abu Dhabi at the same time on their way to Sydney, which one could, in theory, get there first?","<br/> ","Cars &amp; Transportation, Car Makes, Mercedes-Benz","OTROS","0","4","ENG"
"20150829091651AAinvY8","I want to completely delete well over 9000 emails simultaneously without having to do so 50 at a time. Is there a way to do this?","<br/> ","Yahoo Products, Yahoo Groups","PERMANENTER","0","4","ENG"
"20150829141325AAfPke5","RHH: Rappers that you just cant like?","lso macklemore ","Music, Singing, Entertainment &amp; Music","OTROS","0","7","ENG"
"20150830130109AA1UlNC","How to know if i was considered a diplomat in USA in 2001?","I checked the diplomatic list (http://www.state.gov/s/cpr/rls/dpl/2001/5817.htm), my name isn't on it, does it mean i wasn't considered a diplomat? ","Politics &amp; Government, Military","PERMANENTER","0","8","ENG"
"20150830130244AAdN6Iu","Do you believe what the Virginia Shooting suspect said about Alison Parker and Adam Ward saying gay and racist comments about him?","The suspect Vester Lee Flanagan accused news reporter Alison Parker for saying gay and racist remarks, probably accused Adam Ward as well. What do you think? Do you believe the fallen victims were racist or did the suspect just made it up to make it look like he was innocent? ","News &amp; Events, Current Events","RAFAGA","0","11","ENG"
"20150830200721AA39YQG","Is it normal for a horse to come to you when called?","This might be a strange question. But there is this horse at my barn that loves me so much. As soon as I start coming down the hill to the barn she starts walking  towards me and it's just the cutest thing I've ever seen. She doesn't do that to anyone else but me. We have a very special connection. :) but just wondering if that is normal for anyone else? ","Horses, Pets","PERMANENTER","0","11","ENG"
"20150831163251AAYU5AV","Was i r@ped?","I always remember being uncomfortable around people especially men <br/> <br/> I have always hated to be touched <br/> <br/> I wasn't comfortable being nude around my dad and everyone else except my mom even at my toddler years <br/> <br/> I was even uncomfortable just wearing no shirt for a few minutes when I was 5 <br/> <br/> I'm always constantly aware of my surroundings <br/> <br/> I have nightmares of people raping me <br/> <br/> I have a really sensitive gag reflex <br/> <br/> I've never felt comfortable saying ""I love you"" or hugging anyone but hugging my mom is okay <br/> <br/> I can't say ""I love you"" to anyone even if I do love them <br/> <br/> I've always had to have my blanket over my legs when sleeping even if I was hot <br/> <br/> When my dad forced me to hug him when I was young I was immensely uncomfortable with it <br/> <br/> I remember when my dad had to bathe my sister and I when we were young, we wore swimsuits so that he wouldn't see us in the nude <br/> <br/> I remember being around 2 and covering myself with my arms as my mom was changing my diaper and my dad was taking photos <br/> <br/> I'm always paranoid that everyone wants to rape me or touch me or kidnap me <br/> <br/> Even when I was 5 or 6, I was always paranoid that everyone wants to see me naked <br/> <br/> I began getting extremely curious about nudity at a very early age. <br/> <br/>  <br/> <br/>  <br/> <br/> My dad has been emotionally abusive my whole life, but not really that physical. <br/> <br/>  <br/> <br/> I've heard that these are all symptoms of being raped as a young girl or baby but not remembering it. Is it possible that I was raped or assaulted in some way in my early years and not have remembered it? <br/> <br/> Thanks. ","Psychology, Social Science","PERMANENTER","1","7","ENG"
